,Unnamed: 0,PID,Longitude,Latitude,Edwards,Fellows,Meeker,Mitchell,Sawyer,Northwood,Middle,High
662,663,527108030,-93.635935,42.062802000000005,9236,3107,4467,10952,6567,3192,9041,3294
663,664,527108040,-93.635837,42.062798,9242,3113,4473,10958,6573,3198,9047,3300
664,665,527108060,-93.635798,42.062891,9242,3113,4473,10958,6573,3198,9047,3300
665,666,527108090,-93.635932,42.062956,9242,3113,4473,10958,6573,3198,9047,3300
666,667,527146135,-93.63160400000001,42.060625,9447,3239,4024,10509,6779,2748,9253,3529
667,668,527158020,-93.635716,42.0591,9095,2887,3672,10157,6427,2396,8901,2944
668,669,527163020,-93.636949,42.058421,8784,2549,3909,10395,6116,2634,8590,2736
669,670,527166030,-93.63929300000001,42.058201000000004,8745,2510,3870,10355,6077,2595,8551,2697
670,671,527182020,-93.634231,42.059599,9069,2862,3646,10131,6401,2371,8875,3151
671,672,527190050,-93.63157199999999,42.059332,9264,3056,3841,10326,6596,2566,9070,3346
672,673,527190220,-93.632571,42.058136,9070,2862,3647,10132,6402,2372,8876,3152
673,674,527210030,-93.629601,42.060459,9605,2734,3519,10004,6937,2243,9411,3024
674,675,923204050,-93.60550699999999,41.993107,8915,7387,6233,711,10657,7294,8823,7781
675,676,923204140,-93.6072813,41.992792200000004,8777,7249,6095,925,10520,7157,8685,7644
676,677,923205025,-93.607395,41.991211,8956,7428,6274,1104,10699,7336,8864,7823
677,678,923225040,-93.605355,41.992917,8936,7407,6254,732,10678,7315,8844,7802
678,679,923225050,-93.605354,41.99284,8944,7416,6262,740,10687,7324,8852,7811
679,680,923226300,-93.603546,41.992145,9143,7615,6461,740,10886,7523,9051,8009
680,681,923228200,-93.601862,41.992515999999995,9313,7784,6631,368,11055,7692,9220,8179
681,682,923228220,-93.601827,41.992478999999996,9319,7791,6637,362,11062,7699,9227,8186
682,683,923228250,-93.601507,41.991709,9506,7978,6824,278,11248,7885,9414,8372
683,684,923228290,-93.602094,41.991640999999994,9551,8023,6869,323,11294,7931,9459,8417
684,685,923228390,-93.603422,41.991868,9175,7647,6493,517,10918,7555,9083,8041
685,686,923229010,-93.604923,41.991611999999996,9107,7579,6425,903,10850,7487,9015,7973
686,687,923229040,-93.604644,41.991098,9166,7638,6484,963,10909,7546,9074,8033
687,688,923229100,-93.60452099999999,41.989581,9389,7861,6707,642,11132,7769,9297,8256
688,689,923229140,-93.60678,41.990264,9210,7682,6528,887,10952,7590,9118,8076
689,690,923230010,-93.604524,41.989488,9395,7867,6713,636,11138,7775,9303,8262
690,691,923230120,-93.602559,41.991144,9643,8115,6961,388,11385,8022,9551,8509
691,692,923230180,-93.6015199,41.991371,9505,7977,6823,277,11248,7885,9413,8372
692,693,923251160,-93.607114,41.989905,9152,7623,6470,880,10894,7531,9060,8018
693,694,923252080,-93.604858,41.987606,9831,8303,7149,960,11574,8211,9739,8697
694,695,923275010,-93.60511899999999,41.989768,9321,7793,6639,710,11063,7700,9229,8187
695,696,923275200,-93.604146,41.98822,9935,8407,7253,856,11678,8315,9843,8801
696,697,923276180,-93.60308149999999,41.9881729,9586,8058,6904,826,11328,7965,9494,8452
697,698,923400150,-93.606641,41.986509999999996,9569,8040,6886,2158,11311,7948,9476,8435
698,699,923425030,-93.604858,41.986588,9717,8188,7034,2306,11459,8096,9624,8583
699,700,916226090,-93.63965999999999,42.005691999999996,4921,5833,5721,5061,6663,6460,4829,6061
700,701,916326040,-93.649757,41.998540000000006,5146,7792,7680,5528,6889,8418,4222,8020
701,702,916326090,-93.6494462,42.0004101,5355,8000,7889,5737,7097,8627,4431,8228
702,703,916384050,-93.650588,41.994240999999995,5515,8056,7944,5792,7258,8682,4592,8284
703,704,916384070,-93.65056899999999,41.994137,5527,8067,7956,5804,7270,8694,4603,8295
704,705,916384080,-93.650561,41.9941,5532,8073,7961,5809,7275,8699,4609,8300
705,706,916384150,-93.651732,41.994824,5533,8073,7962,5810,7275,8700,4609,8301
706,707,916386170,-93.650417,41.995088,5422,7962,7850,5699,7164,8589,4498,8190
707,708,916403040,-93.646617,41.998022999999996,5343,7468,7357,5205,7086,8095,4420,7696
708,709,916403290,-93.644366,41.997991999999996,5534,7270,7158,5006,7621,7896,4611,7497
709,710,916455010,-93.646782,41.997364000000005,5267,7404,7292,5140,7009,8031,4343,7632
710,711,916455050,-93.64679100000001,41.997126,5302,7427,7315,5164,7045,8054,4379,7655
711,712,916455110,-93.646788,41.996089000000005,5416,7541,7430,5278,7159,8168,4493,7769
712,713,916455150,-93.64689399999999,41.995508,5515,7640,7529,5377,7258,8267,4592,7868
713,714,916460020,-93.64663399999999,41.997299,5282,7407,7295,5144,7025,8034,4359,7635
714,715,916475020,-93.64758499999999,41.995340999999996,5414,7698,7586,5434,7157,8325,4491,7926
715,716,917425190,-93.662162,41.997352,4009,8518,9018,6866,5752,9756,3670,8619
716,717,921126010,-93.653109,41.993288,5858,8398,8286,6134,7600,9025,4934,8626
717,718,921128030,-93.652429,41.992975,5792,8332,8220,6069,7534,8959,4868,8560
718,719,921205070,-93.64756899999999,41.993261,5646,7926,7814,5662,7389,8552,4723,8154
719,720,923202134,-93.610102,41.990054,8890,7362,6208,1479,10632,7270,8798,7756
720,721,923202220,-93.610118,41.992318,8638,7110,5956,1227,10381,7018,8546,7505
721,722,923203010,-93.608192,41.993356,8670,7142,5988,926,10412,7049,8578,7536
722,723,909475230,-93.640182,42.010076,4468,5874,5613,5653,6210,6352,3544,6101
723,724,910200040,-93.628412,42.022836,7502,2958,3426,6563,5465,4164,5776,2980
724,725,910200110,-93.6295,42.022474,7442,3097,3565,6503,5405,4304,5717,3120
725,726,910201020,-93.59656899999999,42.022658,12208,4841,3687,5506,8165,4748,12116,5235
726,727,910201050,-93.59700500000001,42.022658,12244,4805,3651,5470,8129,4712,12152,5199
727,728,910201110,-93.626875,42.022566,7329,2856,3324,5664,5630,4063,5603,2879
728,729,910201180,-93.62826,42.022684999999996,7471,2969,3437,5806,5488,4176,5746,2992
729,730,910202030,-93.625313,42.0228,7758,3343,3170,5560,5721,3908,6032,2970
730,731,910203290,-93.629496,42.021547,7444,3188,3674,5779,5962,4412,5719,3211
731,732,910204090,-93.628236,42.021278,7312,3125,3594,5647,5899,4333,5586,3148
732,733,910205130,-93.626689,42.021497,7210,2975,3443,5545,5749,4182,5484,2998
733,734,910206010,-93.628222,42.020161,7249,3250,3718,5584,6023,4457,5524,3272
734,735,911103060,-93.616969,42.020077,9161,3475,3302,4577,6801,4040,6074,4184
735,736,911128010,-93.6150637,42.0214218,9195,3455,3282,4611,6781,4021,6331,4164
736,737,911128020,-93.613886,42.021555,9096,3552,3379,4512,6878,4118,6473,4261
737,738,911370450,-93.615697,42.009401000000004,7989,6634,4845,3404,9731,5906,5786,6862
738,739,911370460,-93.61561800000001,42.009401000000004,7995,6641,4851,3411,9738,5913,5793,6868
739,740,914452090,-93.606577,41.994357,8719,7191,6037,1066,10462,7099,8627,7585
740,741,914452120,-93.606672,41.994207,8710,7182,6028,1058,10453,7090,8618,7577
741,742,914452190,-93.607597,41.994206,8828,7300,6146,976,10571,7208,8736,7694
742,743,914460020,-93.607551,41.995218,8543,7015,5861,1087,10285,6922,8451,7409
743,744,914460110,-93.606933,41.995973,8826,7298,6144,1371,10569,7206,8734,7693
744,745,914476330,-93.60250500000001,41.995931,9207,7679,6525,900,10949,7586,9115,8073
745,746,914478020,-93.60104,41.995512,9445,7916,6763,730,11187,7824,9352,8311
746,747,914478100,-93.60177900000001,41.994188,9282,7754,6600,568,11024,7661,9190,8148
747,748,909254130,-93.64469799999999,42.016217,4262,5284,5509,6815,6004,6248,3338,5512
748,749,909254140,-93.64475999999999,42.016217,4267,5289,5514,6820,6009,6253,3343,5517
749,750,909254150,-93.646289,42.016853000000005,4145,5339,5565,7033,5887,6303,3221,5567
750,751,909256120,-93.646416,42.016067,4058,5426,5651,6957,5801,6390,3135,5654
751,752,909275020,-93.6435257,42.0199537,4751,4884,5109,7304,4652,5848,3827,5112
752,753,909275030,-93.643215,42.019952,4776,4909,5135,7329,4677,5873,3853,5137
753,754,909275110,-93.64281,42.018796,4673,4718,4943,6825,4861,5682,3750,4946
754,755,909275160,-93.641948,42.017571999999994,4508,4965,5190,7061,6251,5929,3584,5193
755,756,909275310,-93.644426,42.020037,4667,4819,5044,7220,4587,5783,3743,5047
756,757,909276160,-93.641322,42.018504,4625,4967,5193,6776,6367,5931,3701,5195
757,758,909276210,-93.642359,42.018941,4690,4701,4926,6842,4844,5665,3767,4929
758,759,909279080,-93.6428531,42.016889500000005,4412,5533,5339,6965,6154,6077,3488,5761
759,760,909281020,-93.640497,42.017573,4630,4770,4995,6579,6373,5734,3706,4998
760,761,909281130,-93.64115600000001,42.016961,4548,4887,5108,6622,6290,5846,3624,5115
761,762,909282020,-93.642663,42.016290000000005,4346,5467,5273,6899,6089,6012,3423,5695
762,763,909425140,-93.642883,42.013003000000005,4026,5357,5461,6579,5769,6199,3103,5585
763,764,909425270,-93.6440062,42.014550299999996,4057,5242,5354,6610,5799,6092,3133,5469
764,765,909428120,-93.639393,42.01265,4753,5389,5216,5938,6495,5955,3829,5457
765,766,909428180,-93.640326,42.012488,4818,5478,5305,6003,6560,6043,3894,5546
766,767,909428340,-93.641849,42.011506,4232,5855,5682,6021,5975,6421,3309,5923
767,768,909451130,-93.64574300000001,42.009489,3838,6110,5998,5889,5580,6737,2914,6338
768,769,909452102,-93.64492299999999,42.011835999999995,3736,5562,5674,6289,5479,6413,2812,5790
769,770,909455060,-93.645785,42.009321,3840,6112,6000,5891,5582,6739,2916,6340
770,771,909475050,-93.643548,42.011343,3924,5996,5823,6162,5667,6562,3000,6064
771,772,909475070,-93.643429,42.010333,4063,5934,5761,6100,5806,6500,3140,6002
772,773,908154195,-93.6762195,42.0164532,1155,7727,8447,9804,2304,9186,1404,7828
773,774,908154205,-93.676241,42.016642,1155,7727,8447,9804,2304,9186,1400,7828
774,775,908186050,-93.670587,42.018972999999995,2281,6784,7505,10399,2562,8244,969,6885
775,776,908204090,-93.665737,42.018965,2942,6240,6960,9404,3098,7699,1630,6341
776,777,908204180,-93.66476800000001,42.020062,2849,6039,6760,9204,2898,7498,1538,6140
777,778,908225240,-93.66350899999999,42.020783,3848,6044,6765,9162,3074,7504,1728,6146
778,779,908225310,-93.664686,42.020503999999995,2899,5990,6711,9239,2849,7449,1587,6091
779,780,908226180,-93.661542,42.022655,2847,5479,6200,9279,2865,6938,2179,5580
780,781,908228010,-93.660303,42.021436,3710,5502,6223,9024,3102,6961,2787,5603
781,782,908250100,-93.665875,42.017962,2511,6377,7098,10629,3026,7836,1199,6478
782,783,908275090,-93.66482099999999,42.01965,2804,6085,6805,9249,2944,7544,1492,6186
783,784,908275200,-93.66346,42.018943,3904,6100,6821,9218,3130,7560,1784,6202
784,785,908275240,-93.663455,42.01873,3928,6124,6845,9241,3154,7583,1808,6225
785,786,908276230,-93.663329,42.019937,3794,5990,6711,9107,3020,7449,1674,6091
786,787,909176080,-93.650162,42.019020000000005,4077,5780,5627,7195,4085,6365,3153,5881
787,788,909176170,-93.65181,42.018761,3913,5673,5793,7304,3978,6532,2990,5774
788,789,909250150,-93.646624,42.01804,4287,5242,5467,7176,4678,6206,3363,5470
789,790,909250160,-93.646688,42.018039,4292,5247,5472,7181,4684,6211,3369,5475
790,791,909251030,-93.646817,42.017888,4225,5258,5483,7192,4695,6222,3301,5486
791,792,909251040,-93.64672,42.017889000000004,4233,5250,5475,7184,4686,6214,3309,5478
792,793,909252010,-93.64616540000002,42.018921,4374,5112,5337,7263,4548,6075,3451,5339
793,794,909252150,-93.644544,42.017103000000006,4348,5172,5398,6902,6091,6136,3425,5400
794,795,909252170,-93.644669,42.017106,4359,5183,5408,6912,6101,6147,3435,5411
795,796,909254090,-93.6447083,42.016281299999996,4262,5285,5510,6815,6005,6248,3339,5512
796,797,909254100,-93.644511,42.016216,4246,5268,5494,6799,5989,6232,3323,5496
797,798,907285040,-93.681274,42.017856,647,7645,8366,9898,2223,9104,1688,7746
798,799,907290140,-93.681085,42.016277,763,7815,8536,10133,2393,9274,1924,7916
799,800,907295040,-93.679505,42.017753000000006,809,7523,8244,9776,2101,8982,1566,7624
800,801,907401060,-93.68768399999999,42.015974,194,8331,9051,10078,2908,9790,1868,8432
801,802,907405130,-93.686903,42.014038,163,8836,9557,9788,3414,10295,1579,8937
802,803,907410020,-93.68411800000001,42.014039000000004,411,8294,9015,9667,2872,9753,1458,8395
803,804,907410050,-93.68413699999999,42.014823,496,8202,8923,9752,2780,9661,1543,8303
804,805,907414060,-93.684714,42.013576,320,8385,9106,9640,2963,9844,1430,8486
805,806,907414070,-93.684625,42.013544,328,8377,9097,9632,2954,9836,1422,8478
806,807,907420050,-93.684285,42.01343,469,8647,9368,9599,3225,10106,1390,8748
807,808,907420060,-93.684271,42.013467,352,8651,9372,9604,3229,10110,1394,8752
808,809,907420110,-93.68373199999999,42.01469,490,8216,8936,9746,2793,9675,1537,8317
809,810,908102160,-93.677545,42.020703000000005,1384,7225,7946,10208,1803,8684,1998,7326
810,811,908103090,-93.676222,42.021221000000004,1430,7272,7992,10254,1849,8731,2045,7373
811,812,908127040,-93.67145500000001,42.021195,2490,6468,7188,10607,2233,7927,1178,6569
812,813,908127060,-93.671454,42.021029999999996,2461,6484,7204,10578,2257,7943,1149,6585
813,814,908127070,-93.671453,42.020893,2446,6499,7219,10563,2273,7958,1134,6600
814,815,908127100,-93.673197,42.019926,1767,6760,7480,10416,2234,8219,1176,6861
815,816,908152060,-93.6747048,42.019695899999995,1888,6887,7607,10536,2361,8346,1297,6988
816,817,908152070,-93.67525,42.019902,1931,6930,7651,10580,2405,8390,1340,7032
817,818,908152180,-93.674327,42.01917,1775,7162,7883,10424,2924,8621,1195,7263
818,819,908152260,-93.674307,42.018283000000004,1673,7059,7780,10321,2822,8519,1092,7160
819,820,908152280,-93.673253,42.018873,1651,6876,7597,10299,2350,8335,1060,6977
820,821,908152290,-93.67318,42.018921999999996,1655,6872,7592,10304,2346,8331,1065,6973
821,822,907192020,-93.68934399999999,42.016896,400,8675,9396,10351,3253,10134,2142,8776
822,823,907192040,-93.689518,42.016829,414,8707,9428,10288,3285,10167,2078,8809
823,824,907192120,-93.691469,42.016296999999994,586,8879,9600,10460,3457,10339,2250,8981
824,825,907192150,-93.692052,42.016214,636,8929,9650,10510,3507,10389,2300,9031
825,826,907200130,-93.684962,42.021992,912,7481,8202,10582,2059,8940,2372,7582
826,827,907200190,-93.686678,42.021386,875,7683,8403,11041,2260,9142,2832,7784
827,828,907200250,-93.6874333,42.0218643,1024,7832,8552,11190,2409,9291,2980,7933
828,829,907200270,-93.68773399999999,42.022239,1070,7878,8598,11236,2455,9337,3027,7979
829,830,907202100,-93.684837,42.01972,792,7899,8619,11257,2476,9358,3048,8000
830,831,907202220,-93.684993,42.021163,876,7569,8290,10927,2147,9028,2718,7670
831,832,907203060,-93.683235,42.021056,1016,7708,8429,10531,2286,9167,2321,7809
832,833,907203110,-93.684354,42.021025,927,7620,8341,10978,2198,9079,2769,7721
833,834,907227060,-93.68315799999999,42.020861,1036,7715,8436,10553,2293,9174,2343,7816
834,835,907227100,-93.68316899999999,42.021737,1048,7617,8338,10455,2195,9077,2246,7719
835,836,907250050,-93.68785600000001,42.018518,434,7938,8659,10385,2516,9397,2176,8039
836,837,907252020,-93.686575,42.018423999999996,329,8166,8887,10280,2744,9625,2071,8267
837,838,907252190,-93.682805,42.018848999999996,652,7843,8564,10096,2421,9302,1886,7944
838,839,907260040,-93.68679499999999,42.016973,188,8133,8854,10139,2711,9592,1929,8234
839,840,907260050,-93.687786,42.016961,267,8106,8826,10218,2683,9565,2008,8207
840,841,907262020,-93.68675,42.016212,88,8225,8946,10039,2803,9684,1830,8326
841,842,907270040,-93.683813,42.0172,430,7939,8660,10191,2517,9398,1813,8040
842,843,907275080,-93.679583,42.018564000000005,857,7572,8292,9824,2149,9031,1614,7673
843,844,907275150,-93.681196,42.018864,785,7710,8431,9963,2288,9169,1753,7811
844,845,907280090,-93.6800822,42.018529799999996,892,7606,8326,9858,2183,9065,1649,7707
845,846,907280100,-93.679805,42.018017,769,7524,8244,9776,2101,8983,1566,7625
846,847,906380140,-93.689071,42.024594,1528,7929,8649,11287,2506,9388,3078,8030
847,848,906380160,-93.69003000000001,42.024633,1451,8006,8726,11364,2583,9465,3155,8107
848,849,906380200,-93.69135,42.024614,1342,8197,8917,11555,2774,9656,3345,8298
849,850,906382020,-93.688941,42.025726,1655,8056,8776,11414,2633,9515,3204,8157
850,851,906382060,-93.688923,42.025156,1592,7993,8713,11351,2571,9452,3142,8094
851,852,906392080,-93.68988399999999,42.024634999999996,1463,7994,8714,11352,2571,9453,3143,8095
852,853,906394020,-93.688917,42.024485,1543,7943,8664,11301,2521,9402,3092,8044
853,854,906394050,-93.68893100000001,42.023226,1378,7779,8499,11137,2356,9238,2927,7880
854,855,906402070,-93.685142,42.029694,2782,6648,7368,11606,1226,8107,3396,6749
855,856,906403060,-93.68494399999999,42.029803,2765,6631,7352,11589,1209,8091,3380,6733
856,857,906426060,-93.682439,42.027956,2327,6670,7390,11151,1247,8129,2941,6771
857,858,906426195,-93.679216,42.027969,2003,6346,7066,10827,923,7805,2617,6447
858,859,906475110,-93.6825099,42.024734,2025,6989,7710,10849,1567,8449,2640,7091
859,860,906475170,-93.683612,42.024305,2097,7061,7782,10921,1639,8521,2712,7163
860,861,907125040,-93.691971,42.022228000000005,1045,8052,8773,11410,2630,9511,3201,8153
861,862,907125120,-93.69206899999999,42.021324,953,8162,8882,11520,2739,9621,3311,8263
862,863,907130060,-93.688862,42.021209999999996,1056,7864,8584,11222,2441,9323,3012,7965
863,864,907131060,-93.690402,42.020965999999994,1057,8266,8987,11625,2844,9726,3415,8368
864,865,907131120,-93.690545,42.020912,1057,8266,8986,11624,2843,9725,3415,8367
865,866,907135050,-93.692286,42.019032,816,8480,9201,10767,3058,9939,2557,8581
866,867,907135080,-93.692696,42.019083,856,8520,9241,10807,3098,9979,2597,8621
867,868,907135180,-93.692415,42.019028000000006,827,8492,9212,10778,3069,9951,2568,8593
868,869,907180040,-93.69063299999999,42.018378000000006,627,8155,8875,10578,2732,9614,2369,8256
869,870,907187040,-93.688952,42.017907,580,8648,9368,10531,3225,10107,2322,8749
870,871,907187060,-93.68892,42.017826,580,8648,9368,10531,3225,10107,2322,8749
871,872,905475270,-93.66060999999999,42.025818,3405,5202,5923,9662,3507,6661,2779,5303
872,873,905475520,-93.663517,42.025001,2926,5345,6066,9885,2944,6804,2257,5446
873,874,905476160,-93.6644275,42.0205201,2900,5988,6709,9240,2847,7447,1588,6089
874,875,905476170,-93.66468,42.020185999999995,2863,6025,6746,9191,2884,7485,1551,6127
875,876,905476225,-93.66431379999999,42.0246868,2848,5409,6130,9806,2865,6869,2179,5511
876,877,905478140,-93.65854499999999,42.023874,3227,5059,5780,9249,3244,6518,3011,5160
877,878,905478220,-93.66056999999999,42.023945,3037,5250,5971,9468,3055,6709,2368,5351
878,879,905480090,-93.65965899999999,42.023451,3113,5174,5894,9330,3131,6633,2445,5275
879,880,905480180,-93.658537,42.022824,3110,5221,5942,9132,3128,6680,2895,5322
880,881,906200230,-93.69315300000001,42.034453000000006,3453,6769,7490,15369,1347,8228,4507,6870
881,882,906201022,-93.684102,42.033662,3233,6109,6830,12057,687,7569,3848,6211
882,883,906201023,-93.684102,42.033576000000004,3243,6119,6840,12067,697,7578,3857,6220
883,884,906201200,-93.68347,42.031546,2702,6389,7109,11526,966,7848,3316,6490
884,885,906203140,-93.683309,42.032467,2800,6262,6982,11624,840,7721,3414,6363
885,886,906204140,-93.683226,42.031566,2700,6362,7083,11524,940,7821,3314,6463
886,887,906223040,-93.681061,42.030801000000004,2426,6236,6956,11249,814,7695,3040,6337
887,888,906340080,-93.686828,42.02667,1926,8326,9047,11685,2904,9785,3475,8427
888,889,906340090,-93.686941,42.026641999999995,1910,8311,9031,11669,2889,9770,3460,8412
889,890,906378120,-93.690342,42.025665999999994,1539,8215,8935,11573,2792,9674,3363,8316
890,891,906378150,-93.69067,42.025707000000004,1515,8239,8960,11597,2817,9698,3388,8340
891,892,906378170,-93.691248,42.025594,1457,8312,9033,11670,2890,9771,3461,8413
892,893,906380010,-93.691213,42.025264,1456,8311,9031,11669,2888,9770,3460,8412
893,894,906380040,-93.69101500000001,42.025281,1471,8326,9047,11685,2904,9785,3475,8427
894,895,906380070,-93.690234,42.025558000000004,1539,8215,8935,11573,2792,9674,3363,8316
895,896,906380120,-93.689071,42.024598,1528,7929,8649,11287,2506,9388,3078,8030
896,897,905104090,-93.676953,42.031533,2482,5752,6473,11306,690,7211,3096,5853
897,898,905104170,-93.677778,42.031203000000005,2402,5832,6552,11226,769,7291,3017,5933
898,899,905104240,-93.678149,42.029562,2206,6193,6914,11030,771,7653,2820,6295
899,900,905105040,-93.675714,42.031215,2564,5683,6403,11388,701,7142,3178,5784
900,901,905105170,-93.67799699999999,42.029678999999994,2230,6218,6938,11054,795,7677,2844,6319
901,902,905105260,-93.677601,42.031139,2412,5822,6543,11236,760,7281,3026,5923
902,903,905106150,-93.676681,42.029786,2349,5898,6618,11173,914,7357,2963,5999
903,904,905107140,-93.672119,42.030590999999994,2729,5502,6222,11553,1294,6961,3343,5603
904,905,905200010,-93.668544,42.034422,3565,4736,5457,12389,897,6195,4180,4837
905,906,905201080,-93.664037,42.032528000000006,3627,4571,5291,11270,1559,6030,4241,4672
906,907,905225020,-93.662239,42.034421,4086,4216,4936,9781,1418,5675,4700,4317
907,908,905226050,-93.660671,42.033557,4320,4182,4902,9747,1652,5641,4935,4283
908,909,905226080,-93.660691,42.032638,4423,4284,5005,10998,1754,5743,4761,4385
909,910,905226130,-93.66198299999999,42.033726,4181,4284,5005,9850,1513,5743,4795,4385
910,911,905226170,-93.661985,42.034017999999996,4149,4252,4972,9817,1480,5711,4763,4353
911,912,905228020,-93.659355,42.032699,4033,4168,4888,10896,1857,5627,4659,4269
912,913,905301050,-93.676272,42.02868,2269,6026,6747,11093,1009,7486,2883,6127
913,914,905352010,-93.673958,42.02384,2014,6268,6989,10837,2031,7727,1654,6369
914,915,905352180,-93.674582,42.024087,2147,6402,7122,10971,2165,7861,1788,6503
915,916,905376090,-93.669606,42.026185,2375,5780,6501,11199,2393,7239,2016,5881
916,917,905377020,-93.671221,42.023229,2065,6635,7355,10889,2083,8094,1706,6736
917,918,905377050,-93.671511,42.023021,2014,7454,8175,10838,2032,8913,1653,7555
918,919,905401020,-93.66504,42.028424,3039,5157,5877,10163,3462,6616,2535,5258
919,920,905426010,-93.663415,42.028236,3143,5022,5742,10267,3327,6481,2640,5123
920,921,905451390,-93.66712,42.024949,2759,5739,6460,10150,2776,7198,1909,5840
921,922,903450060,-93.628447,42.025228999999996,7773,2698,3134,6834,5498,3872,6048,2721
922,923,903451110,-93.62830100000001,42.02543,7795,2721,3157,6856,5521,3895,6070,2744
923,924,903453080,-93.629496,42.021576,7444,3188,3674,5779,5962,4412,5719,3211
924,925,903454010,-93.6277573,42.0249982,7971,2642,3077,6031,5441,3815,6246,2664
925,926,903454090,-93.6275137,42.0242321,7822,2752,3188,5882,5552,3926,6096,2775
926,927,903456110,-93.629501,42.0227,7417,3072,3540,6478,5380,4279,5692,3095
927,928,903457040,-93.6274918,42.0238856,7820,2751,3186,5881,5550,3925,6095,2773
928,929,903457130,-93.628263,42.022963,7521,2940,3376,6582,5484,4114,5795,2963
929,930,903458020,-93.6263765,42.023839100000004,7800,2731,3166,5861,5530,3905,6075,2753
930,931,903458060,-93.625297,42.023518,7838,2898,3333,6899,5801,4072,6112,2920
931,932,903475040,-93.622793,42.026723,8387,2073,2508,5840,5416,3247,6661,2523
932,933,903475060,-93.622025,42.025892999999996,8511,2169,2604,5685,5512,3342,6786,2582
933,934,903476100,-93.62188,42.0261614,8494,2151,2587,5702,5494,3325,6768,2564
934,935,903484080,-93.623814,42.022951,7882,3218,3046,5479,5845,3784,6156,3094
935,936,904100100,-93.655699,42.033524,4747,3773,4494,10558,2079,5233,4321,3875
936,937,904101070,-93.656124,42.033285,4323,3840,4560,10574,2145,5299,4337,3941
937,938,904301110,-93.657089,42.028048,3666,4499,5219,10062,2804,5958,3163,4600
938,939,904302010,-93.655924,42.028003999999996,3763,4402,5123,9966,2708,5861,3728,4503
939,940,905100060,-93.675549,42.033272,2852,5448,6169,11676,467,6907,3466,5549
940,941,905100080,-93.67555899999999,42.032426,2758,5542,6263,11582,561,7001,3372,5643
941,942,905101070,-93.672207,42.034453000000006,3263,5039,5759,12087,595,6498,3877,5140
942,943,905101200,-93.669741,42.034428999999996,3467,4835,5556,12290,798,6294,4081,4936
943,944,905102010,-93.674417,42.033193,2927,5545,6265,11750,563,7004,3541,5646
944,945,905103110,-93.67369000000001,42.032385,2874,5723,6444,11697,844,7182,3488,5824
945,946,905104030,-93.677504,42.032098,2557,5950,6670,11381,527,7409,3171,6051
946,947,903201090,-93.62818730000001,42.033311,7211,1569,2232,6891,4543,2971,7017,1613
947,948,903204030,-93.6262716,42.034339,7109,1193,1913,6978,4441,2652,6915,1511
948,949,903205085,-93.627605,42.031846,7327,1684,2348,6741,4658,3086,6955,1728
949,950,903206170,-93.627487,42.030823,7452,1810,2474,6615,4784,3212,6830,1854
950,951,903225040,-93.62471500000001,42.033482,7357,1399,1901,6735,4689,2639,7163,1759
951,952,903227140,-93.623521,42.033612,7432,1420,1798,6659,4764,2536,7238,1833
952,953,903228080,-93.621501,42.033336,7639,1628,1666,6454,4971,2405,7391,2041
953,954,903231050,-93.623643,42.032399,7566,1557,1933,6716,4898,2671,7372,1968
954,955,903231090,-93.623631,42.031433,7674,1659,2040,6416,5006,2778,7480,2076
955,956,903231180,-93.624539,42.031438,7584,1572,2128,6407,4915,2867,7389,1985
956,957,903232100,-93.622551,42.031420000000004,7764,1752,1950,6326,5095,2689,7569,2165
957,958,903233030,-93.621504,42.032505,7732,1720,1744,6531,5063,2482,7469,2133
958,959,903233050,-93.621502,42.032385999999995,7745,1734,1757,6544,5077,2495,7482,2147
959,960,903233140,-93.6224,42.031321000000005,7787,1775,1960,6303,5118,2699,7240,2188
960,961,903233180,-93.62240200000001,42.031483,7757,1745,1944,6332,5088,2682,7563,2158
961,962,903234160,-93.6212119,42.031487299999995,7845,1834,1857,6244,5177,2596,7181,2247
962,963,903236130,-93.6209132,42.0304477,8725,1944,1960,6062,5287,2699,6999,2327
963,964,903400040,-93.62576,42.029451,7603,1833,2446,6359,4935,3184,6752,2005
964,965,903401070,-93.625435,42.026912,8193,2118,2742,6074,5219,3481,6467,2289
965,966,903425270,-93.62528499999999,42.026998,8202,2108,2752,6084,5210,3490,6477,2280
966,967,903425280,-93.625284,42.027088,8212,2098,2762,6094,5200,3500,6487,2270
967,968,903426010,-93.62416490000001,42.0299664,7694,1682,2403,6202,5025,3141,7052,2095
968,969,903427040,-93.62033000000001,42.029109999999996,8552,2204,2031,5889,5530,2770,6827,2913
969,970,903430040,-93.622147,42.02752,8524,2059,2508,5840,5402,3247,6799,2472
970,971,903430050,-93.6220032,42.0275775,8620,2037,2362,5893,5380,3101,6895,2450
971,972,902128160,-93.61544599999999,42.032343,8238,2244,1265,6308,5570,2810,7588,2640
972,973,902201090,-93.60861,42.033384999999996,8714,2720,1568,5677,6046,2630,8520,3116
973,974,902201130,-93.608868,42.033489,8655,2660,1508,5687,5986,2569,8460,3056
974,975,902202070,-93.60685699999999,42.033313,8853,2859,1706,5846,6185,2768,8659,3255
975,976,902205020,-93.606842,42.032276,8968,2974,1821,5730,6300,2883,8774,3370
976,977,902205130,-93.607723,42.032357,8873,2878,1726,5651,6204,2787,8678,3274
